time,num_replies,num_likes,num_retweets,tweet_text
2017-11-01T00:56:44.000Z,11.9K,667.3K,94.5K,Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.
2017-10-30T21:36:12.000Z,5.4K,171.1K,19.7K,"Hello, "
2017-11-01T13:06:59.000Z,10.1K,243.3K,127.1K,"Starting today, you can sign up for 2018 health coverage. Head on over to "
2017-11-01T13:06:59.000Z,10.1K,243.3K,127.1K,"Starting today, you can sign up for 2018 health coverage. Head on over to "
2017-10-23T22:03:41.000Z,5K,294K,50K,I’ll let you and 
2017-09-13T14:08:59.000Z,6K,250K,60.2K,Michelle and I want the 
2017-09-11T15:32:51.000Z,14.5K,1.2M,313.2K,We remember everyone we lost on 9/11 and honor all who defend our country and our ideals. No act of terror will ever change who we are.
2017-09-10T15:46:43.000Z,812,33.3K,6.2K,George Bush
2017-09-08T21:34:23.000Z,4.7K,226K,29K,Proud of these McKinley Tech students—inspiring young minds that make me hopeful about our future.
2017-09-07T23:06:48.000Z,8.8K,318.4K,93.4K,Americans always answer the call. 
2017-09-05T18:52:01.000Z,33.1K,873.6K,354K,"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong. My statement: "
2017-08-27T23:14:23.000Z,23K,789.4K,226.6K,Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one way you can help now.
2017-08-17T19:15:11.000Z,24.5K,1.5M,291.6K,Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.
2017-08-13T00:06:39.000Z,17.9K,1.3M,379.3K,@BarackObama
2017-08-13T00:06:27.000Z,20.3K,1.5M,458.2K,@BarackObama
2017-08-13T00:06:09.000Z,68.5K,4.3M,1.5M,"""No one is born hating another person because of the color of his skin or his background or his religion..."""
2017-07-20T00:49:02.000Z,27.7K,1.9M,378.5K,"John McCain is an American hero & one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John."
2017-06-22T19:41:08.000Z,23.3K,423.4K,122.6K,Health care has always been about something bigger than politics: it's about the character of our country. 
2017-05-14T14:01:16.000Z,8.8K,698.3K,102.9K,Happy Mother's Day to my love and partner on this journey 
2017-05-03T19:42:16.000Z,5.3K,117K,22.2K,"We're rolling up our sleeves again, back where it all started. Join us at "
2017-05-02T17:19:26.000Z,7.9K,480.9K,120.5K,"Well said, Jimmy. That's exactly why we fought so hard for the ACA, and why we need to protect it for kids like Billy. And congratulations!"
2017-04-24T15:24:18.000Z,3K,57.2K,10.9K,The Obama Foundation
2017-03-23T13:00:20.000Z,15.5K,773.3K,131.9K,My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.
2017-03-19T15:51:23.000Z,8.3K,384.5K,62.5K,"Chuck Berry rolled over everyone who came before him – and turned up everyone who came after.  We'll miss you, Chuck.  Be good."
2017-03-08T21:14:58.000Z,7.5K,261.9K,48.2K,"On International Women’s Day, "
2017-03-02T15:15:07.000Z,3K,34.2K,6.3K,The Obama Foundation
2017-03-02T15:22:07.000Z,5.2K,101.3K,17.3K,Humbled to be recognized by a family with a legacy of service. Who's your 
2017-02-17T19:37:55.000Z,6.8K,112.6K,25.1K,We asked. You answered.
2017-04-24T15:24:18.000Z,3K,57.2K,10.9K,The Obama Foundation
2017-03-02T15:22:07.000Z,5.2K,101.3K,17.3K,Humbled to be recognized by a family with a legacy of service. Who's your 
2017-02-14T15:34:47.000Z,15K,1M,236.1K,"Happy Valentine’s Day, "
2016-11-04T16:12:12.000Z,1.4K,16.6K,3.6K,"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. "
2016-11-03T21:02:36.000Z,745,8.5K,1.4K,There are a lot of plans out there. Check your options and lock in the one that's best for you: 
2016-11-03T19:08:49.000Z,959,10.8K,1.7K,The positive impact of 
2016-11-03T06:03:56.000Z,4.3K,261.1K,67.7K,President Obama
2016-11-02T18:22:43.000Z,1.2K,11.2K,2K,Tens of millions of Americans have benefited from 
2016-11-02T15:13:34.000Z,1.2K,13.9K,2.9K,Thanks to 
2016-11-01T22:00:42.000Z,443,8.8K,1.6K,La Casa Blanca NARA
2016-11-01T20:31:59.000Z,473,9.8K,2.2K,White House Archived
2016-11-01T20:17:35.000Z,437,6K,891,Community organizing never goes out of style. Shop now: 
2016-11-01T17:55:30.000Z,711,9.9K,2.1K,With 
2016-11-01T15:54:09.000Z,371,5.3K,1K,"The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and "
2016-10-31T22:05:12.000Z,1.2K,13.7K,3.1K,First Lady- Archived
2016-10-31T22:09:10.000Z,902,31.8K,6.2K,Lions and Tiggers and bears! Oh my! 
2016-10-27T22:17:29.000Z,466,5.9K,1.1K,Don't ghost on your health and well-being—your chance to 
2016-10-27T21:31:51.000Z,644,10.2K,4K,Climate change is happening now. Denial is dangerous. 
2016-10-27T20:24:15.000Z,553,8.1K,1.8K,"If you're willing to work hard and play by the rules, you should be able to get ahead."
2016-10-27T18:55:15.000Z,1.1K,7.4K,1.7K,President Obama lays out just a few of the ways in which 
2016-10-27T17:04:36.000Z,232,4.7K,1.4K,New report: Renewable energy installations are beating fossil fuel installations for the first time. 
2016-10-27T15:27:13.000Z,355,4.8K,1K,Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support:
2016-10-26T19:32:32.000Z,466,6.7K,2K,"This is what happens when we focus on building an economy that works for everyone, not just those at the top. "
2016-10-26T17:33:39.000Z,463,7K,1.4K,No one's too wrapped up in pre-existing conditions to 
2016-10-26T16:26:29.000Z,308,3.6K,729,Help protect the progress we've made in helping millions of Americans get covered. Add your name now:
2016-10-26T15:01:14.000Z,435,3.8K,955,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. 
2016-10-25T19:55:05.000Z,595,9.1K,2K,"Women, the sick, survivors—they all deserve fair treatment in our health care system. "
2016-10-21T16:40:47.000Z,501,11.4K,2.3K,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care.
2016-10-21T14:55:59.000Z,666,7.3K,1.5K,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."""
2016-10-20T20:42:08.000Z,438,4.4K,945,Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team 
2016-10-20T18:47:02.000Z,368,6.5K,1.3K,"There's still more work to do, but let's celebrate how far we've come."
2016-10-20T17:52:58.000Z,232,2.6K,548,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. 
2016-10-20T15:10:49.000Z,270,3K,730,White House Archived
2016-10-20T16:54:36.000Z,185,2.2K,450,Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. 
2016-10-20T15:35:45.000Z,301,3.5K,994,There's a lot of misinformation floating around. Make sure you've got the facts—join the 
2016-10-19T20:10:29.000Z,281,3.2K,914,"From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: "
2016-10-19T18:07:12.000Z,308,4.2K,1.2K,Our Supreme Court has been short a justice for far too long. 
2016-10-19T14:56:20.000Z,275,2.8K,923,Sylvia Burwell
2016-10-19T15:09:17.000Z,469,7.2K,2.2K,The need for a ninth justice is undeniably clear. 
2016-10-18T20:00:51.000Z,464,4.2K,1.7K,We can't afford to let this be the new normal. 
2016-10-18T18:25:18.000Z,262,2.7K,678,Denying climate change is dangerous. Join 
2016-10-18T17:10:19.000Z,449,7.8K,1.9K,"Climate change is real, but so is the progress we're making to "
2016-10-18T15:45:12.000Z,235,3.2K,772,This is just the latest step forward in the push to 
2016-10-17T15:21:49.000Z,120,1.3K,373,WH Live (Archived)
2016-10-17T15:30:23.000Z,347,10.7K,3.2K,Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and an up-or-down vote.
2016-10-14T21:17:59.000Z,459,3.6K,1K,We need a fully functional Supreme Court. Editorial boards across the country agree: 
2016-10-14T19:20:14.000Z,444,13.4K,5.1K,The American Bar Association gave Judge Garland its highest rating. Senate leaders: 
2016-10-14T17:31:21.000Z,229,2.6K,683,Denying climate change is dangerous. Join 
2016-10-14T16:18:33.000Z,281,4K,1K,"Cynics, take note: When we "
2016-10-13T21:30:34.000Z,534,6.4K,1.8K,"""That’s how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more: "
2016-10-13T20:29:34.000Z,140,2.5K,708,Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: 
2016-10-13T18:29:08.000Z,456,8.5K,2.4K,"Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. "
2016-10-13T16:53:40.000Z,182,3.1K,1K,Senate leaders' political games are handicapping the Supreme Court—and judgeships across the country. 
2016-10-11T18:38:46.000Z,174,3K,882,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: 
2016-10-11T17:26:32.000Z,201,7K,2.2K,"Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to "
2016-10-11T15:31:34.000Z,159,1.8K,447,Dispel misinformation with facts from the 
2016-10-07T22:03:05.000Z,676,6.3K,1.7K,"The uninsured rate is the lowest it's been in decades, thanks to "
2016-10-07T20:38:47.000Z,205,2.2K,625,Deadline tonight—help rein in payday lenders that succeed by targeting vulnerable Americans: 
2016-10-07T19:54:20.000Z,179,2.4K,569,The Obama administration and 
2016-10-07T18:02:16.000Z,252,2.4K,580,"Our economy is on a better, stronger course. "
2016-10-07T16:16:59.000Z,250,3.6K,1K,The economic progress we've made is undeniable—let's keep it up.
2016-10-07T15:14:16.000Z,171,3.1K,1.1K,Check out President Obama's essay in 
2016-10-07T13:59:22.000Z,345,7.5K,2K,"The economy added 156,000 jobs in September—extending the longest streak of total job growth on record."
2016-10-12T11:00:32.000Z,192,4.9K,2.4K,WIRED
2016-10-12T21:02:21.000Z,210,2.1K,516,LIVE: President Obama is speaking at a reception celebrating 
2016-10-12T15:39:36.000Z,100,1.5K,489,White House Archived
2016-10-12T19:43:55.000Z,158,2.2K,535,Support the bold steps we're taking against climate change. Say you're ready to 
2016-10-12T17:57:21.000Z,187,3.4K,870,"Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. "
2016-10-12T16:35:41.000Z,430,11.8K,3.5K,Let's leave our children and grandchildren a planet that's healthier than the one we have today. 
2016-10-12T15:25:03.000Z,253,3.3K,1.2K,Climate change's effects are devastating. Denying the science behind it does nothing to help. 
2016-10-11T23:59:09.000Z,218,7.1K,1.5K,"""On behalf of Michelle and our family, G’mar Chatimah Tovah."" —President Obama "
2016-10-11T21:18:09.000Z,569,41.6K,18.5K,"""LGBT individuals deserve to know their country stands beside them."" —President Obama "
2016-10-11T20:02:19.000Z,348,9.7K,2.9K,The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. 
2016-10-04T15:08:13.000Z,294,6.1K,1.5K,"We've come a long way, but the fight for fairness and an economy that works for everyone continues."
2016-10-03T13:40:02.000Z,142,2.4K,1.2K,Nat Geo Channel
2016-10-03T18:24:20.000Z,2.1K,289.5K,110.6K,Side-by-side for 24 years. Here's to many more. 
2016-10-03T15:52:44.000Z,168,1.1K,345,White House Archived
2016-10-03T15:30:43.000Z,201,1.8K,440,Facts matter. Stay informed with the 
2016-10-01T15:58:48.000Z,133,1.5K,453,All On The Line
2016-10-01T14:46:41.000Z,231,3.5K,777,"In the weekly address, President Obama discusses why access to paid leave is so important. "
2016-09-30T21:32:41.000Z,295,8.1K,2K,Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. 
2016-09-30T20:11:02.000Z,401,5K,1.9K,"After thirty years in Congress, Senator, this should not be your proudest accomplishment. "
2016-09-30T17:47:42.000Z,169,3.2K,895,We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: 
2016-10-03T13:40:02.000Z,142,2.4K,1.2K,Nat Geo Channel
2016-09-30T15:57:24.000Z,317,9.4K,3K,"There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. "
2016-09-27T16:57:08.000Z,274,8K,2.7K,"As long as Senate leaders keep refusing to do their jobs, "
2016-09-27T15:28:39.000Z,135,2.6K,811,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: 
2016-09-26T20:58:33.000Z,223,3.2K,955,"Important, tough conversations require solid facts. Get them from the "
2016-09-26T18:59:05.000Z,320,7K,2.2K,"These are high praises from the American Bar Association—and yet, Senate leaders refuse to even consider Judge Garland. "
2016-09-26T17:27:01.000Z,132,2.2K,726,Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: 
2016-09-26T15:55:33.000Z,241,4.2K,1.3K,The American people are waiting for Senate leaders to do their jobs.
2016-09-23T21:12:45.000Z,416,2.3K,754,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: 
2016-09-23T20:05:48.000Z,389,6.5K,2K,"Senate leaders need to work for the good of the American people, not seek out political points."
2016-09-23T19:03:51.000Z,149,1.6K,440,Watch President Obama and 
2016-09-23T18:02:58.000Z,270,6.5K,3.9K,Here are 16 broken records we shouldn't be proud of.
2016-09-23T18:02:58.000Z,270,6.5K,3.9K,Here are 16 broken records we shouldn't be proud of.
2016-09-23T18:02:58.000Z,270,6.5K,3.9K,Here are 16 broken records we shouldn't be proud of.
2016-09-23T16:57:07.000Z,140,1.5K,439,Stay informed. Stay engaged. Speak up. Join the 
2016-09-23T15:57:29.000Z,209,2.5K,1.3K,"Another record broken: 16 months in a row of undeniable, record-breaking heat.
"
2016-09-22T22:18:43.000Z,696,38.5K,12.4K,Happy 
2016-09-21T14:57:56.000Z,295,5.3K,1.6K,Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look: 
2016-09-20T19:31:05.000Z,451,3.5K,830,As the 
2016-09-20T14:30:13.000Z,269,2.1K,631,LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. 
2016-09-19T15:24:34.000Z,418,2.7K,663,LIVE: President Obama is delivering a statement in New York. 
2016-09-16T22:24:34.000Z,581,4K,1.1K,President Obama commemorates 
2016-09-16T21:23:23.000Z,464,7.7K,3.3K,Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. 
2016-09-16T19:55:06.000Z,206,2.9K,921,"Six months is long enough, senators. It's time to "
2016-09-16T18:54:32.000Z,54,909,363,All On The Line
2016-09-16T17:24:19.000Z,248,3.1K,1.1K,"The Supreme Court should remain above partisan politics, Senator. "
2016-09-16T15:54:16.000Z,215,3.3K,929,Progress starts with a conversation. Make sure you have the facts to get yours started: 
2016-09-22T22:18:43.000Z,696,38.5K,12.4K,Happy 
2016-09-22T21:21:51.000Z,345,4.8K,1.4K,We can't sit idly by. Climate change is likely to threaten our national security—we must act now. 
2016-09-22T19:00:00.000Z,263,7.5K,2.4K,Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agreed. 
2016-09-22T17:34:00.000Z,162,2.3K,744,Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. 
2016-09-22T15:58:39.000Z,273,6.2K,2.1K,"Enough of the shameless partisanship, Senators. "
2016-09-21T19:58:02.000Z,236,2.6K,748,Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. 
2016-09-21T17:53:17.000Z,343,8.9K,3K,The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. 
2016-09-21T16:34:02.000Z,240,3.9K,1.2K,"""Their right to inherit a healthy planet is a sacred responsibility."" —President Obama "
2016-09-13T21:14:36.000Z,220,2K,585,Time is almost up for Senate leaders to do the right thing and fill the 
2016-09-13T20:09:28.000Z,776,12K,3.6K,Median household income: 
2016-09-13T19:11:10.000Z,266,4K,1.4K,"In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. "
2016-09-13T15:39:13.000Z,232,2K,1K,White House Archived
2016-09-13T15:00:22.000Z,407,9.7K,3.3K,The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now.
2016-09-12T20:24:42.000Z,552,8K,2.4K,ICYMI: This is a really big deal.
2016-09-12T18:55:34.000Z,256,4.6K,1.5K,"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. "
2016-09-12T17:36:53.000Z,336,5.9K,2.8K,These are records we can't keep breaking. We must work together to 
2016-09-12T15:09:06.000Z,200,3.9K,1.2K,Meaningful action on climate change can't wait. President Obama explains why in this 
2016-09-09T21:05:57.000Z,705,9.8K,3.3K,"We need to keep up efforts to fight climate change at every level—locally, nationally, globally. "
